DATA, 1, 16, 9870.978000
DATA, 1, 16, 9968.298000
DATA, 1, 16, 9413.452000
DATA, 1, 16, 10362.244000
DATA, 1, 16, 9394.860000
DATA, 1, 16, 9407.085000
DATA, 1, 16, 10032.084000
DATA, 1, 16, 9411.707000
DATA, 1, 16, 9422.929000
DATA, 1, 16, 9939.753000
DATA, 1, 1, 9420.406000
DATA, 1, 1, 10117.439000
DATA, 1, 1, 9436.088000
DATA, 1, 1, 9848.340000
DATA, 1, 1, 10317.558000
DATA, 1, 1, 11000.314000
DATA, 1, 1, 9476.132000
DATA, 1, 1, 9787.724000
DATA, 1, 1, 9376.379000
DATA, 1, 1, 11111.811000
DATA, 1, 2, 10631.283000
DATA, 1, 2, 9958.188000
DATA, 1, 2, 10561.055000
DATA, 1, 2, 9451.718000
DATA, 1, 2, 10563.957000
DATA, 1, 2, 9518.855000
DATA, 1, 2, 10567.727000
DATA, 1, 2, 9507.535000
DATA, 1, 2, 10624.945000
DATA, 1, 2, 9440.224000
DATA, 1, 4, 10306.059000
DATA, 1, 4, 10201.707000
DATA, 1, 4, 10593.747000
DATA, 1, 4, 12853.468000
DATA, 1, 4, 10048.585000
DATA, 1, 4, 9376.303000
DATA, 1, 4, 10348.098000
DATA, 1, 4, 10300.323000
DATA, 1, 4, 10680.757000
DATA, 1, 4, 10245.687000
DATA, 1, 8, 9864.148000
DATA, 1, 8, 9483.820000
DATA, 1, 8, 10441.147000
DATA, 1, 8, 10669.466000
DATA, 1, 8, 11160.799000
DATA, 1, 8, 10181.230000
DATA, 1, 8, 10222.544000
DATA, 1, 8, 10019.407000
DATA, 1, 8, 10050.081000
DATA, 1, 8, 9746.409000
